country,region,income_level,platform_name,domain,website_url,app_link,platform_format,platform_type,platform_classification,tier,tier_label,target_audience,accessible_without_account,offline_functionality,mobile_compatible,working_links,regularly_updated,interactive_content,fln_resources,accessible_for_disabilities,available_languages,national_languages_covered,available,has_url,generic_hosting,notes
Afghanistan,South Asia,Low income,Nasab- Alternativ Education Services ,maarif.af,https://maarif.af/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,yes,no,Persian ,yes,True,True,False,"- FLN Example
- Users can submit ideas in response to videos which adds a level of interactivity"
Albania,Europe & Central Asia,Upper middle income,Akademi (web),akademi.al,https://www.akademi.al/,,LMS,,national,1,Tier 1,students and teachers,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,True,True,False,"- Instructional videos and live lesson
- Offeres content for students, teachers and parents
- Need an account to access content 
- Over 5000 videos"
Albania,Europe & Central Asia,Upper middle income,Akademi (App),,,https://play.google.com/store/apps/details?id=al.akademi.mobile.akademi_al_mobile_app,LMS,,unknown,1,Tier 1,students and teachers,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,True,False,False,"- Instructional videos and live lesson
- Offeres content for students, teachers and parents
- Need an account to access content 
- Over 5000 videos"
Algeria,Middle East & North Africa,Lower middle income,Office national d’éducation et de formation à distance (ONEFD) [in English: The National Bureau for Distance Education and Training],onefd.edu.dz,http://www.onefd.edu.dz/,,resource hub,,national,1,Tier 1,students,yes,no,no,no,no,no,no,no,Arabic,no,True,True,False,
Angola,Sub-Saharan Africa,Lower middle income,Escolinha em casa,youtube.com,https://www.youtube.com/channel/UCpf7-LhTbmKk11p4nqw5LYA/search?query=escolinha,,resource hub,YouTube,other,3,Other,students,yes,no,yes,yes,no,no,no,no,Portuguese,yes,True,True,False,"- Didactic content broadcasted by Public Television of Angola, in partnership with the Ministry of Educatio .
- Content currently located in a YouTube channel 
- Lessons are not categorised or organised orderly"
Antigua and Barbuda,Latin America & Caribbean,High income,Google Classroom,,,,other,,collaboration,2,Collaboration,students and teachers,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,False,False,False,Google Classroom Handbook developed by the MoEST: https://res.cloudinary.com/dnsq0clgs/image/upload/v1600882425/h5bhclswvthmuhhnas8g.pdf
Argentina,Latin America & Caribbean,Upper middle income,Seguimos educando,educ.ar,https://www.educ.ar/,,resource hub,,national,1,Tier 1,students and teachers,yes,yes,yes,yes,yes,yes,no,no,Spanish,yes,True,True,False,"- Resources are oganised by different categories but don't follow a progressive order. It's confusing for the user where to start learning a specific topic
- Platform is linked to Huayra which provides IT-related interactive resources
- Is not very intuitive for finding resources for a specific area or grade 
- Also provides resources for the community
- Mendoza, an Argentinian city, has their own platform with resources for all levels and a chatbot, https://www.mendoza.edu.ar/edm-2021/#"
Argentina,Latin America & Caribbean,Upper middle income,Nuestra escuela,youtube.com,https://www.youtube.com/c/INFDTIC,,other,YouTube,other,3,Other,teachers,yes,no,no,yes,yes,no,no,no,Spanish,yes,True,True,False,"- It's a YouTube channel created by the government
- Videos can be downloaded creating a YouTube account
- Teachers can ask/comment only when attending a sinchronic session"
Argentina,Latin America & Caribbean,Upper middle income,Biblioteca nacional de maestros y maestras,bnm.me.gov.ar,http://www.bnm.me.gov.ar/catalogos/,,resource hub,,national,1,Tier 1,students and teachers,unknown,unknown,unknown,no,unknown,yes,unknown,unknown,Spanish,unknown,False,True,False,"- Website is under maintenance
- Platform includes a chatbot"
Argentina,Latin America & Caribbean,Upper middle income,Sistema Integral de Información Digital Educativa,sinide.educacion.gob.ar,https://sinide.educacion.gob.ar/,,LMS,,national,1,Tier 1,teachers,no,no,yes,yes,yes,unknown,no,unknown,Spanish,yes,True,True,False,"- At the moment of the mapping, this platform is only implemented for the secondary level
- Access to the platform is with an account but tutorials are available without an account"
Argentina,Latin America & Caribbean,Upper middle income,Biblioteca digital,argentina.gob.ar,https://www.argentina.gob.ar/educacion/biblioteca-digital,,resource hub,,national,1,Tier 1,students and teachers,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,Spanish,yes,True,True,False,- Requires an account to access content
Armenia,Europe & Central Asia,Upper middle income,Heravar,heravar.armedu.am,https://heravar.armedu.am/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,yes,no,Armenian,yes,True,True,False,"- Comprehensive distance education resources website containing a number of online resources and tools 
- This plaatform does not create its own learning content. Rather acts as a repository that links to other platforms that create learning content "
Armenia,Europe & Central Asia,Upper middle income,Dasaram,dasaran.am,https://www.dasaran.am/today/index,,resource hub,,national,1,Tier 1,students,yes,no,yes,yes,yes,yes,yes,no,Armenian,yes,True,True,False,"- Provides free access to online encyclopedia on school subjects, e-books, contests and games to primary and secondary school students. 
- The system was created by the joint efforts of the Ministries of Education, Science and Culture of the Republic of Armenia.
- Games for FLN can be found here "
Azerbaijan,Europe & Central Asia,Upper middle income,E-resurs,e-resurs.edu.az,https://e-resurs.edu.az/site/index.php,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,unknown,no,unknown,yes,no,Azerbaijani,yes,True,True,False,"- A large portion of the content and resources were not accessible without a plug-in but there was no specification for the plug-in requirement
- This platform is a repository of free e-textbooks, e-tests, video lessons, and e-learning, created by the government"
Azerbaijan,Europe & Central Asia,Upper middle income,TV Lessons from the Ministry of Education ,,,https://play.google.com/store/apps/details?id=video.edu,resource hub,,unknown,1,Tier 1,students and teachers,yes,yes,yes,yes,unknown,yes,yes,no,Azerbaijani,yes,True,False,False,"- FLN content can be found by searcing for grade level and subject
- The content takes very long to load and the app kept crashing and shutting down"
Azerbaijan,Europe & Central Asia,Upper middle income,TV Lessons from the Ministry of Education ,video.edu.az,https://video.edu.az/,,resource hub,,national,1,Tier 1,students and teachers,yes,yes,no,yes,no,yes,yes,yes,Azerbaijani,yes,True,True,False,"- Videos offer CC
- FLN content can be found here "
Azerbaijan,Europe & Central Asia,Upper middle income,Elektron Dərslik Portalı,e-derslik.edu.az,http://www.e-derslik.edu.az/site/index.php,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,yes,no,Azerbaijani,yes,True,True,False,"- Users can take notes on the PDF textbooks, they can search the pdf and can also veiw statistics about the textbook
- FLN content can be found here"
Bahrain,Middle East & North Africa,High income,EduNET,edunet.bh,https://www.edunet.bh/,,resource hub,,national,1,Tier 1,students and teachers,yes,unknown,yes,no,unknown,unknown,unknown,unknown,"Arabic
English",yes,True,True,False,"Most links don't work which has meant the answer to most fields is ""unknown"""
Bahrain,Middle East & North Africa,High income,eduNET.BH (Mobile App),,,https://play.google.com/store/apps/details?id=com.edunet.lmsmoe&hl=ar&gl=US,resource hub,,unknown,1,Tier 1,students and teachers,yes,unknown,yes,no,unknown,unknown,unknown,unknown,"Arabic
English",yes,True,False,False,"Most links don't work which has meant the answer to most fields is ""unknown"""
Bahrain,Middle East & North Africa,High income,My Digital Library (Maktabati al-Raqmiyya),moedu.gov.bh,https://moedu.gov.bh/MyDigitalLibrary,,resource hub,,national,1,Tier 1,students and teachers,yes,unknown,yes,no,yes,yes,yes,yes,Arabic,yes,True,True,False,"For FLN, see English and Math for grades 1-5. Example here."
Bahrain,Middle East & North Africa,High income,"eduTCC.BH (Mobile App)
",,,https://play.google.com/store/apps/details?id=com.ministryofeducation,unknown,,unknown,1,Tier 1,teachers,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,False,False,False,Can't be found on the Play store using a mobile phone.
Bangladesh,South Asia,Lower middle income,Cox's Bazar Education Sector- Learning Passport ,sgbgdcbtst.azurewebsites.net,https://sgbgdcbtst.azurewebsites.net/#/,,LMS,Learning Passport,other,3,Other,students and teachers,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,False,True,False,"- Was not able to redirect to login page 
- Built in collaboration with UNICEF and Microsoft "
Bangladesh,South Asia,Lower middle income,Digital Content,digitalcontent.ictd.gov.bd,http://digitalcontent.ictd.gov.bd/index.php/site/index,,resource hub,,national,1,Tier 1,students and teachers,yes,unknown,yes,yes,no,no,yes,no,Bengali,yes,True,True,False,"- FLN content can be found here 
- This platform is owned and managed by the Department of Information and Communication Technology
- The video content appear to be screen recordings of an interactive progam, but the vidoes are not interactive (you can see interactive buttons on the screen but they are not clickable)."
Barbados,Latin America & Caribbean,High income,E-learning Resource Center,mes.gov.bb,https://mes.gov.bb/E-Learning/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,no,yes,unknown,no,no,no,English,yes,True,True,False,not sure if this would count - it is a bit more complex than 'webpages with a list of resources' but it still doesn't have original content; the platform passed the basic smart phone test but didn't pass the mobile friendly test
Barbados,Latin America & Caribbean,High income,Google G-Suite,,unknown,,LMS,Google,collaboration,2,Collaboration,students and teachers,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,False,False,False,
Barbados,Latin America & Caribbean,High income,National Transformation Initiative,training.nti.org.bb,https://training.nti.org.bb/,,LMS,Coursera,national,1,Tier 1,students and teachers,yes,unknown,yes,yes,yes,yes,no,yes,English,yes,True,True,False,"- not sure if this platform is eligible - it is not specifically catered towards the education sector, even though some of the materials could be used by teachers and high school students
- links to Coursera"
Belarus,Europe & Central Asia,Upper middle income,National Education Internet Portal,adu.by,https://adu.by/en/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,no,yes,yes,no,no,no,"Russian, Belarusian, English",yes,True,True,False,- Uses Moodle as seen here 
Belize,Latin America & Caribbean,Lower middle income,Belizean Studies,belizeanstudies.com,http://www.belizeanstudies.com/,,resource hub,,national,1,Tier 1,students and teachers,yes,yes,yes,yes,unknown,no,no,no,English,yes,True,True,False,
Belize,Latin America & Caribbean,Lower middle income,Teacher Learning Institute,tli.moe.gov.bz,https://tli.moe.gov.bz/login/index.php,,unknown,,national,1,Tier 1,teachers,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,English,yes,True,True,False,unable to create an account
Belize,Latin America & Caribbean,Lower middle income,National School Portal,501academy.edu.bz,https://501academy.edu.bz/,,unknown,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,no,no,English,yes,True,True,False,The online learning resources tab of this website is underdeveloped and will be coming soon
Belize,Latin America & Caribbean,Lower middle income,Belize Education Management Information System (BEMIS),bz-moeys.openemis.org,https://bz-moeys.openemis.org/core,,other,,unknown,1,Tier 1,teachers,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,English,yes,True,True,False,"Education management system for teachers, schools and government officials"
Benin,Sub-Saharan Africa,Lower middle income,INFRE,infre-benin.org,https://www.infre-benin.org/accueil.html,,resource hub,,national,1,Tier 1,students and teachers,yes,no,no,yes,no,no,yes,no,French,yes,True,True,False,FLN materials can be found here: https://www.infre-benin.org/outils-apprentissage.html
Benin,Sub-Saharan Africa,Lower middle income,Ecole au Bénin TV,youtube.com,https://www.youtube.com/c/%C3%89coleauB%C3%A9nin/featured,,other,YouTube,other,3,Other,students,yes,no,yes,yes,no,no,no,no,French,yes,True,True,False,
Benin,Sub-Saharan Africa,Lower middle income,Imaginecole,benin.imaginecole.africa,https://benin.imaginecole.africa/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,no,no,yes,no,French,yes,True,True,False,The platform requests login but there is no need to enter credentials.
Bhutan,South Asia,Lower middle income,Indo-Bhutan e-Library,elibrarybhutan.com,http://www.elibrarybhutan.com/,,resource hub,,national,1,Tier 1,students and teachers,yes,unknown,no,unknown,yes,no,yes,yes,"Dzongkha, English",yes,True,True,False,"- Platform providing a collection of digital resources including text, visuals, videos, audio resources targeting primary and secondary school students.
- FLN content can be found here 
- As per the Google Mobile-Friendly Test, this wesite does not run on a basic smartphone 
- This is a government of Inida funded project "
Bhutan,South Asia,Lower middle income,Google Class Room,,Unknown,Unknown,unknown,Google,unknown,1,Tier 1,Unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Unknown,unknown,False,False,False,"Related Article 1
Related Article 2"
Bhutan,South Asia,Lower middle income,Sherig Youtube: Self Instructional Materials ,youtube.com,https://www.youtube.com/c/EducationBhutan9900/playlists,,resource hub,YouTube,other,3,Other,students,yes,no,yes,yes,yes,yes,yes,yes,"Dzongkha, English",yes,True,True,False,"- This is a youtube channel and playlist of ""self instructional material"" created and maintained by the Ministry of Educatoin 
- There is no stand alone website or platform, just the youtbue channel
- FLN content can be found here "
Bolivia,Latin America & Caribbean,Lower middle income,Educa Bolivia,educabolivia.bo,https://www.educabolivia.bo/,,unknown,YouTube,national,1,Tier 1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,False,True,False,"- Link to platform seems not to be working anymore. 
- Resources for teachers can be found in the MoE YouTube channel https://www.educabolivia.bo/"
Bolivia,Latin America & Caribbean,Lower middle income,Educa,educa.minedu.gob.bo,https://educa.minedu.gob.bo/,,resource hub,,national,1,Tier 1,students and teachers,yes,yes,yes,yes,yes,no,yes,no,Spanish,no,True,True,False,"- Videos are also located in the YT channel 'Canal educativo Bolivia'
- Videos and audios can be downloaded"
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,e-Nastava ,enastava.skolers.org,https://enastava.skolers.org/,,LMS,Microsoft,unknown,1,Tier 1,students and teachers,yes,no,yes,yes,yes,unknown,yes,no,Serbian ,yes,True,True,False,"- In partnership with Microsoft Office 365
- FLN video content can be found here
- Some video content can be accessed without an account
- MS Office tools can only be accessed with an account "
Botswana,Sub-Saharan Africa,Upper middle income,EThuto,,unknown,,LMS,,unknown,1,Tier 1,students and teachers,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,False,False,False,
Brazil,Latin America & Caribbean,Upper middle income,Plataforma MEC de Recursos Educacionais Digitais,plataformaintegrada.mec.gov.br,https://plataformaintegrada.mec.gov.br/,,resource hub,,national,1,Tier 1,teachers,yes,yes,yes,yes,yes,yes,no,no,Portuguese,yes,True,True,False,"- For downloading some resources is necessary to create an account
- Teachers can comment on a resource once an account is created"
Brazil,Latin America & Caribbean,Upper middle income,Banco Internacional de Objetos Educacionais,objetoseducacionais2.mec.gov.br,http://objetoseducacionais2.mec.gov.br/,,resource hub,,national,1,Tier 1,teachers,yes,yes,no,yes,no,unknown,yes,no,Portuguese,yes,True,True,False,- Latest resource was uploaded in 2015
Brazil,Latin America & Caribbean,Upper middle income,AVAMEC,avamec.mec.gov.br,https://avamec.mec.gov.br/#/,,other,,national,1,Tier 1,teachers,no,no,yes,yes,unknown,unknown,no,no,Portuguese,yes,True,True,False,"- This platform offers courses for teachers. 
- Information about courses is available without having an account though access to the content of the course requires an account "
Bulgaria,Europe & Central Asia,Upper middle income,National Teacher's Electronic Library,e-learn.mon.bg,https://e-learn.mon.bg/,,resource hub,,national,1,Tier 1,teachers,yes,yes,yes,yes,no,no,yes,no,Bulgarian,yes,True,True,False,"- FLN content can be found here 
- Electronic library to support teachers with pedagogical materials for online learning"
Burkina Faso,Sub-Saharan Africa,Low income,Faso e-education,fasoeducation.bf,https://fasoeducation.bf/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,yes,no,French,yes,True,True,False,Inclusive content curriculum for girls as there are content related to Menstrual Hygiene Management
Burkina Faso,Sub-Saharan Africa,Low income,Imaginecole,burkinafaso.imaginecole.africa,https://burkinafaso.imaginecole.africa/,,resource hub,,national,1,Tier 1,students,yes,no,yes,yes,no,no,yes,no,French,yes,True,True,False,The platform requests login but there is no need to enter credentials.
Burundi,Sub-Saharan Africa,Low income,,,,,,,unknown,1,Tier 1,,,,,,,,,,,,True,False,False,
Cabo Verde,Sub-Saharan Africa,Lower middle income,Sistema de gestao de aprendizagem Moodle,portal.minedu.gov.cv,https://portal.minedu.gov.cv/,,LMS,Moodle,national,1,Tier 1,teachers,no,unknown,yes,unknown,unknown,yes,unknown,unknown,Portuguese,no,True,True,False,Needs creating account to access content
Cabo Verde,Sub-Saharan Africa,Lower middle income,Aprender e estudar em casa,youtube.com,https://www.youtube.com/channel/UCKSrS0neoalx8p9dmMRWEqA?view_as=subscriber,,resource hub,YouTube,other,3,Other,students,yes,no,yes,yes,yes,no,yes,yes,Portuguese,no,True,True,False,"- YouTube channel serves as a repository of videos
- Playlist of videos are categorised and organised properly
- Resources are developed by the MoE of Cabo Verde"
Cambodia,East Asia & Pacific,Lower middle income,think!think!,think.wonderlabedu.com,https://think.wonderlabedu.com/en/,https://play.google.com/store/apps/details?id=com.hanamarulab.thinkthinkapp&referrer=utm_source%3DLP01%26utm_campaign%3DfromLP,other,,unknown,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,no,no,English,no,True,True,False,This is a gamified app that trains students with critical thinking skills. The app was originally developed in Japan and endorsed by the Cambodia government to implement in public schools. 
Cambodia,East Asia & Pacific,Lower middle income,Distance Education,,,https://bit.ly/2EnVTf5,unknown,,unknown,1,Tier 1,students and teachers,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,False,False,False,Link to google play cannot be accessed. Info on the platform: Platform info on government website here
Cambodia,East Asia & Pacific,Lower middle income,E-Learning MoEYS ,elearning.moeys.gov.kh,https://elearning.moeys.gov.kh/,,LMS,Google,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,unknown,yes,no,Khmer and English,yes,True,True,False,"Some courses utilize Google Classroom, Google Meet & Google Drive; FLN content"
Cambodia,East Asia & Pacific,Lower middle income,E-Learning MoEYS,,,https://play.google.com/store/apps/details?id=kh.gov.moeys.elearning,LMS,,unknown,1,Tier 1,students and teachers,no,no,yes,yes,unknown,no,yes,no,Khmer,yes,True,False,False,
Cameroon,Sub-Saharan Africa,Lower middle income,MINESEC Distance Learning,minesec-distancelearning.cm,https://minesec-distancelearning.cm/,,LMS,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,no,no,French and English,yes,True,True,False,The platform has two separate sub-systems: English and French. The French subsystem has more working links and content than the English sub-system. 
Central African Republic,Sub-Saharan Africa,Low income,,,,,,,unknown,1,Tier 1,,,,,,,,,,,,True,False,False,
Chad,Sub-Saharan Africa,Low income,Portail de la Renaissance du Tchad FHD,youtube.com,https://www.youtube.com/c/PortaildelaRenaissanceduTchadHD,,resource hub,YouTube,other,3,Other,students,yes,no,yes,yes,yes,no,no,no,French,no,True,True,False,
Chad,Sub-Saharan Africa,Low income,Chad Educational TV,youtube.com,https://www.youtube.com/playlist?list=PLrjDlM8CTem1gK8-KuwE8HP2k4vKcjf_o,,resource hub,YouTube,other,3,Other,students,yes,no,yes,yes,yes,no,no,no,Arabic,no,True,True,False,
Chad,Sub-Saharan Africa,Low income,EduChad,edutchad.td,http://www.edutchad.td/,,unknown,,national,1,Tier 1,Unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Unknown,unknown,False,True,False,"""This site can't be reached"""
Chad,Sub-Saharan Africa,Low income,GoClass,goclasse.com,https://goclasse.com/,,unknown,,unknown,1,Tier 1,Unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Unknown,unknown,False,True,False,"""Your connection is not private Attackers might be trying to steal your information from goclasse.com (for example, passwords, messages, or credit cards)."""
Chile,Latin America & Caribbean,High income,Aprendo en línea,curriculumnacional.cl,https://www.curriculumnacional.cl/estudiantes/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,no,yes,yes,yes,Spanish,yes,True,True,False,"- Some subjects have interactive multimedia content but many of these resources require to previously download  specific extensions or sofware (flash)
- For children with dissabilities, this platform offers videos and a library of resources for downloading https://especial.mineduc.cl/recursos-apoyo-al-aprendizaje/recursos-educactivos-digitales/
- Resources are cotegorised by grade level and subjects. 
- Not all multimedia resources can be downloaded"
China,East Asia & Pacific,Upper middle income,China Education Network Television,centv.cn,http://www.centv.cn/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,unknown,yes,no,Chinese,yes,True,True,False,FLN resources (lecture series): Foundational Literacy
China,East Asia & Pacific,Upper middle income,Chang An Shu Yuan,,,https://a.app.qq.com/o/simple.jsp?pkgname=cn.cetv.zgjy&fromcase=40003,resource hub,,unknown,1,Tier 1,students and teachers,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Chinese,yes,False,False,False,"This app is the mobile version of the China Education Network Television. While it could be downloaded through the link, it cannot be accessed in the U.S."
China,East Asia & Pacific,Upper middle income,Smart Education of China (web),zxx.edu.cn,https://www.zxx.edu.cn/,,LMS,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,unknown,yes,yes,Chinese,yes,True,True,False,FLN resources (learning resources from Grade 1 to 6)
China,East Asia & Pacific,Upper middle income,Smart Education of China (app),,,https://www.zxx.edu.cn/download_app,LMS,,unknown,1,Tier 1,students and teachers,yes,unknown,yes,yes,yes,unknown,yes,no,Chinese,yes,True,False,False,Some course content could not be accessed on the phone (might because of internet constraint due to region)
China,East Asia & Pacific,Upper middle income,National Public Service Platform for Educational Resources,eduyun.cn,http://www.eduyun.cn/,,LMS,,national,1,Tier 1,teachers,yes,no,unknown,yes,yes,yes,yes,no,Chinese,yes,True,True,False,The website cannot be accessed in the U.S. and cannot be tested on the google friendly platform (need VPN from China and not available through google); FLN resources
Colombia,Latin America & Caribbean,Upper middle income,Colombia aprende,colombiaaprende.edu.co,https://colombiaaprende.edu.co/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,yes,yes,Spanish,yes,True,True,False,- Platform provides a list of resources
Colombia,Latin America & Caribbean,Upper middle income,Contenidos para aprender,colombiaaprende.edu.co,https://colombiaaprende.edu.co/contenidos-para-aprender,,resource hub,,national,1,Tier 1,students,yes,no,no,yes,no,yes,yes,yes,Spanish,yes,True,True,False,"- Platform has options to increase and reduce the size of letters and regulate brightness of the screen
- Only PDFs can be downloaded
- Website is not responsive to mobile phones"
Colombia,Latin America & Caribbean,Upper middle income,INSOR educativo,educativo.insor.gov.co,https://educativo.insor.gov.co/#,,resource hub,YouTube,national,1,Tier 1,students,yes,no,yes,yes,yes,yes,yes,yes,Spanish,yes,True,True,False,"- Platform focuses on providing content for deaf impairment students
- Interactive activities are only accessible with an account
- Has a YouTube channel"
Colombia,Latin America & Caribbean,Upper middle income,Mi señal Colombia,misenal.tv,https://www.misenal.tv/,,resource hub,,unknown,1,Tier 1,students,yes,yes,yes,yes,yes,yes,no,no,Spanish,yes,True,True,False,"- PDF's, podcasts and videos can be downloaded"
Colombia,Latin America & Caribbean,Upper middle income,Profe en tu casa,rtvcplay.co,https://www.rtvcplay.co/educacion#,https://play.google.com/store/apps/details?id=co.rtvcplay,resource hub,,unknown,1,Tier 1,students,yes,no,yes,yes,yes,no,no,no,Spanish,yes,True,True,False,
Comoros,Sub-Saharan Africa,Lower middle income,Classera Comoros,me.classera.com,https://me.classera.com/,,unknown,,unknown,1,Tier 1,Unknown,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,Unknown,unknown,True,True,False,
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Ecole à Domicile Congo TV,youtube.com,https://www.youtube.com/playlist?list=PLOvPG9N9f3uctFpmej0FpSDJvBHmGFEBP,,resource hub,,other,3,Other,students and teachers,yes,no,yes,yes,no,no,no,no,French,yes,True,True,False,
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Ecole à Domicile (EAD),ecoledomicilecongo.net,https://ecoledomicilecongo.net/,,resource hub,YouTube,national,1,Tier 1,students,no,no,yes,yes,yes,unknown,yes,no,French,yes,True,True,False,They also broadcast on the Ministry's Youtube channel 
Cook Islands,East Asia & Pacific,High income,,,,,,,unknown,1,Tier 1,,,,,,,,,,,,True,False,False,
Costa Rica,Latin America & Caribbean,Upper middle income,Portal Educ,mep.go.cr,http://www.mep.go.cr/educatico,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,yes,no,Spanish,yes,True,True,False,"- Platform also has a Facebook page where content is published 
- linked to  'Aprendo pura vida: Learnig passport'
- some links are not working / out dated"
Costa Rica,Latin America & Caribbean,Upper middle income,Aprendo Pura Vida: learning passport,aprendo-pura-vida.learningpassport.org,https://aprendo-pura-vida.learningpassport.org/,,unknown,Learning Passport,other,3,Other,students,no,yes,yes,unknown,unknown,unknown,unknown,unknown,"Spanish
English
French
Italian",yes,True,True,False,"- This platform is part of the Learning Passport solution (UNICEF)
- An account is necessary to use the content
- Platform functionalities have the option to change languages: Spanish, French, English, Italian, though content is in Spanish
"
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Imaginecole,cotedivoire.imaginecole.africa,https://cotedivoire.imaginecole.africa/,,resource hub,,national,1,Tier 1,students,yes,no,yes,yes,no,no,yes,no,French,yes,True,True,False,The platform requests login but there is no need to enter credentials.
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Mon école à la maison: Primaire,primaire-ci.online,https://primaire-ci.online/,,resource hub,,unknown,1,Tier 1,students,yes,no,yes,no,no,no,no,no,French,yes,True,True,False,
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Mon école à la maison:Préscolaire,maternelle-ci.online,https://maternelle-ci.online/,,resource hub,,unknown,1,Tier 1,students,yes,no,yes,no,no,no,no,no,French,yes,True,True,False,
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Mon école à la maison: Lycée,lycee-ci.online,https://lycee-ci.online/,,resource hub,,unknown,1,Tier 1,students,yes,no,yes,no,no,no,no,no,French,yes,True,True,False,
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Mon école à la maison: Collège,college-ci.online,https://college-ci.online/,,resource hub,,unknown,1,Tier 1,students,yes,no,yes,no,no,no,no,no,French,yes,True,True,False,
Croatia,Europe & Central Asia,High income,Nikola Tesla Portal,tesla.carnet.hr,https://tesla.carnet.hr/,,unknown,,national,1,Tier 1,students and teachers,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,True,True,False,- National ditance learning portal
Croatia,Europe & Central Asia,High income,Skola za Zivot,skolazazivot.hr,https://skolazazivot.hr/,,resource hub,YouTube,national,1,Tier 1,students and teachers,yes,no,no,yes,no,no,yes,no,Croatian,yes,True,True,False,"- FLN content can be found here 
- Guides for teachers on how to assess, design lesson plans etc. made available
- Video lessons, hosted on youtube, are linked on the site by subject and grade level
- As per the Google Mobile-Friendly Test, this site does not run on a basic smartphone "
Cuba,Latin America & Caribbean,Upper middle income,Cuba educa ,curricular.cubaeduca.cu,https://curricular.cubaeduca.cu/home,,resource hub,,national,1,Tier 1,students and teachers,yes,yes,no,yes,yes,yes,yes,yes,Spanish,yes,True,True,False,"- Content shows dates allowing to follow the lessons in order
- This platforms shows virtual online tours to museums
- Content is blocked when accessing via mobile phone"
Cuba,Latin America & Caribbean,Upper middle income,Mi clase TV,,,https://www.apklis.cu/application/cu.cubaeduca.clases,resource hub,,unknown,1,Tier 1,students,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,Spanish,yes,False,False,False,"- App can only be downloaded from Apklis, store for downloading and updating Cuban apps"
Cuba,Latin America & Caribbean,Upper middle income,Canal educativo,canaleducativo.icrt.cu,https://www.canaleducativo.icrt.cu/,,resource hub,YouTube,national,1,Tier 1,students,no,no,no,no,no,no,no,yes,Spanish,yes,True,True,False,"- Has a YouTube channel but not all the videos are  there
- Website doesn't allow to watch the videos online, only on Tv
- On mobile phone, live stream is not available"
