,country_code,download_sample_count,download_p1,download_p5,download_p10,download_p25,download_p50,download_p75,download_p90,download_p95,download_p99,latency_p1,latency_p5,latency_p10,latency_p25,latency_p50,latency_p75,latency_p90,latency_p95,latency_p99,loss_p1,loss_p5,loss_p10,loss_p25,loss_p50,loss_p75,loss_p90,loss_p95,loss_p99,upload_sample_count,upload_p1,upload_p5,upload_p10,upload_p25,upload_p50,upload_p75,upload_p90,upload_p95,upload_p99
0,MD,7612,0.3926010407529273,2.0952651402283697,5.822706852717839,23.047604623596712,63.011220944963995,91.9207655985791,229.58451713645502,483.085371081253,722.1210783798615,300.347,182.481,108.736,61.759,43.79,31.763,21.702,15.712,3.795,0.25135411945299335,0.18687673873618718,0.1477457137317178,0.0751966362375497,0.02263381830534237,8.703678476177845e-05,0.0,0.0,0.0,6672,0.0830568215782464,0.7294858429373273,2.474961675447158,13.592101087078472,42.449574975423204,90.75510593052122,164.03114532592113,331.6598040164704,617.9517906880124
